Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9691297
,EXR.D.ARS.EUR.SP00.A,EXR.D.DZD.EUR.SP00.A,EXR.D.MAD.EUR.SP00.A,EXR.D.TWD.EUR.SP00.A
2018-12-19,43.62410,135.2234,10.8833,35.129
2018-12-18,43.54550,134.8005,10.8861,35.057
2018-12-17,43.25970,134.7311,10.8775,34.969
2018-12-14,42.77020,134.3254,10.8554,34.858
2018-12-13,42.84020,134.9397,10.8550,35.072
2018-12-12,42.68930,134.7735,10.7931,34.980
2018-12-11,42.84190,135.0005,10.8022,35.108
2018-12-10,42.87230,135.3177,10.8194,35.298
2018-12-07,42.81180,134.7443,10.7992,35.141
2018-12-06,42.90680,134.6369,10.7967,35.034
2018-12-05,42.94650,134.6167,10.7934,34.975
2018-12-04,41.70560,135.1509,10.8136,34.989
2018-12-03,42.75900,134.4490,10.7636,34.814
2018-11-30,42.86770,134.6218,10.7992,35.016
2018-11-29,43.75450,135.0267,10.8046,35.074
2018-11-28,43.34070,134.1407,10.7680,34.831
2018-11-27,44.01490,134.6794,10.7840,34.979
2018-11-26,42.64870,134.7054,10.7974,35.063
2018-11-23,41.49160,134.8208,10.7935,35.108
2018-11-22,41.37580,134.9956,10.8139,35.221
2018-11-21,41.36390,135.2466,10.8167,35.194
2018-11-20,41.28690,135.0956,10.8211,35.303
2018-11-19,41.05150,134.8282,10.8229,35.313
2018-11-16,40.95910,134.3631,10.7956,35.038
2018-11-15,40.58500,133.8704,10.7745,34.881
2018-11-14,40.69380,133.9723,10.7582,34.891
2018-11-13,40.02720,134.0195,10.7504,34.806
2018-11-12,39.85560,133.9606,10.7705,34.772
2018-11-09,40.27260,134.5766,10.8056,34.897
2018-11-08,40.70370,135.2767,10.8229,35.036
2018-11-07,40.80760,135.8056,10.8590,35.234
2018-11-06,40.70600,135.3892,10.8475,35.102
2018-11-05,40.36350,134.9486,10.8252,34.937
2018-11-02,40.64450,135.1938,10.8474,34.934
2018-11-01,40.84390,135.3632,10.8381,35.070
2018-10-31,41.50880,134.6802,10.8121,35.033
2018-10-30,42.10480,135.3978,10.8508,35.216
2018-10-29,41.62600,135.5152,10.8624,35.242
2018-10-26,41.72690,135.4840,10.8379,35.203
2018-10-25,42.27340,135.9680,10.8662,35.335
2018-10-24,41.66840,135.5983,10.8554,35.255
2018-10-23,41.85450,136.4353,10.8910,35.545
2018-10-22,41.99560,136.3269,10.8965,35.532
2018-10-19,42.01460,136.1870,10.8883,35.414
2018-10-18,41.65500,136.5962,10.9031,35.625
2018-10-17,41.41350,136.5400,10.9098,35.583
2018-10-16,42.55960,137.1585,10.9331,35.673
2018-10-15,42.49650,137.1492,10.9266,35.733
2018-10-12,42.36080,136.9277,10.9257,35.707
2018-10-11,43.03590,136.9535,10.8915,35.937
2018-10-10,42.95250,136.3170,10.9036,35.668
2018-10-09,42.88130,135.8678,10.8825,35.489
2018-10-08,43.43280,136.4018,10.8845,35.546
2018-10-05,44.10360,136.4059,10.9098,35.549
2018-10-04,43.42010,136.3637,10.8887,35.452
2018-10-03,43.96900,136.7383,10.8847,35.461
2018-10-02,45.56600,136.6518,10.9039,35.371
2018-10-01,47.96180,137.1069,10.9454,35.425
2018-09-28,46.12520,136.8949,10.9389,35.293
2018-09-27,45.10120,137.8907,10.9760,35.778
2018-09-26,44.87520,138.1175,10.9906,36.009
2018-09-25,43.91470,138.4256,11.0109,36.139
2018-09-24,43.75440,138.5212,10.9866,36.117
2018-09-21,44.93060,138.1888,10.9944,36.000
2018-09-20,46.28340,138.4914,10.9984,36.175
2018-09-19,46.39500,137.7184,10.9564,35.934
2018-09-18,46.24990,137.7802,10.9736,36.043
2018-09-17,46.62210,137.7598,10.9665,35.915
2018-09-14,46.41350,137.8661,10.9704,35.965
2018-09-13,44.54760,137.3797,10.9352,35.774
2018-09-12,43.96510,137.1480,10.9322,35.677
2018-09-11,43.35790,137.0507,10.9304,35.687
2018-09-10,42.92490,136.8949,10.9148,35.688
2018-09-07,43.46270,137.2216,10.9446,35.739
2018-09-06,44.93050,137.3847,10.9580,35.796
2018-09-05,45.14900,136.9797,10.9195,35.694
2018-09-04,44.02230,136.7970,10.9339,35.620
2018-09-03,42.83720,137.0293,10.9452,35.698
2018-08-31,45.13010,137.3094,10.9694,35.785
2018-08-30,39.75280,137.5989,10.9835,35.895
2018-08-29,36.69580,137.3805,10.9737,35.835
2018-08-28,36.24250,137.7646,10.9955,35.927
2018-08-27,35.87620,137.2535,10.9604,35.756
2018-08-24,35.24490,137.0936,10.9604,35.583
2018-08-23,35.00850,136.9842,10.9481,35.678
2018-08-22,34.83290,137.1635,10.9467,35.684
2018-08-21,34.34440,136.3050,10.9215,35.342
2018-08-20,34.10300,135.7385,10.8923,35.151
2018-08-17,33.85970,135.5516,10.8784,35.087
2018-08-16,33.96790,135.3865,10.8859,35.042
2018-08-15,33.68960,134.9967,10.8530,34.941
2018-08-14,34.14560,135.6943,10.8875,35.141
2018-08-13,33.33670,135.6568,10.8848,35.168
2018-08-10,32.17360,135.9737,10.9077,35.214
2018-08-09,32.02330,137.0163,10.9547,35.543
2018-08-08,31.74050,136.9500,10.9499,35.473
2018-08-07,31.70130,137.0557,10.9510,35.428
2018-08-06,31.50320,136.5560,10.9431,35.370
2018-08-03,31.80210,136.8722,10.9678,35.491
2018-08-02,31.94730,137.1080,11.0081,35.702
2018-08-01,32.07160,137.7565,11.0371,35.784
2018-07-31,31.95710,137.9811,11.0614,35.951
2018-07-30,31.93300,137.5990,11.0477,35.739
2018-07-27,31.84960,137.0719,11.0236,35.603
2018-07-26,32.07310,137.7239,11.0523,35.786
2018-07-25,32.13000,137.5699,11.0421,35.720
2018-07-24,32.32730,137.6930,11.0536,35.841
2018-07-23,32.31270,137.7421,11.0574,35.913
2018-07-20,32.36090,137.5529,11.0534,35.775
2018-07-19,32.01190,136.9135,11.0213,35.592
2018-07-18,31.95110,136.9862,11.0254,35.577
2018-07-17,32.00690,137.6193,11.0710,35.765
2018-07-16,31.94870,137.7796,11.0756,35.788
2018-07-13,31.63690,137.2598,11.0470,35.690
2018-07-12,31.92830,137.4215,11.0520,35.578
2018-07-11,32.19610,137.8816,11.0753,35.856
2018-07-10,32.68920,137.7010,11.0718,35.625
2018-07-09,32.91490,138.2513,11.0992,35.760
2018-07-06,32.90870,137.6141,11.0765,35.765
2018-07-05,32.87010,137.3867,11.0746,35.752
2018-07-04,32.54460,136.8419,11.0510,35.536
2018-07-03,32.99970,137.1435,11.0655,35.585
2018-07-02,33.68090,136.9617,11.0577,35.608
2018-06-29,32.71230,136.9803,11.0734,35.464
2018-06-28,31.77160,136.4307,11.0489,35.420
2018-06-27,31.45790,136.5914,11.0605,35.388
2018-06-26,31.61940,136.9639,11.0893,35.560
2018-06-25,31.61930,137.1093,11.1015,35.545
2018-06-22,32.02440,136.6435,11.0798,35.282
2018-06-21,32.02310,135.8248,11.0422,35.022
2018-06-20,32.13590,136.0312,11.0567,34.958
2018-06-19,31.84710,135.7007,11.0415,34.918
2018-06-18,32.58030,136.0713,11.0719,35.025
2018-06-15,32.12670,135.9909,11.0624,34.803
2018-06-14,30.73260,136.6638,11.1105,35.056
2018-06-13,30.28640,137.0307,11.1214,35.120
2018-06-12,30.72780,137.1530,11.1286,35.183
2018-06-11,29.86290,137.2713,11.1316,35.183
2018-06-08,29.36740,136.8816,11.1206,35.142
2018-06-07,29.46100,137.4556,11.1484,35.178
2018-06-06,29.32430,136.9176,11.1188,34.997
2018-06-05,29.13900,136.1278,11.0869,34.830
2018-06-04,29.30730,136.6807,11.1078,34.912
2018-06-01,29.12820,135.9971,11.0850,34.843
2018-05-31,29.14980,136.2173,11.0969,35.069
2018-05-30,28.91720,135.7646,11.0709,34.928
2018-05-29,28.58700,135.2945,11.0436,34.750
2018-05-28,28.64420,135.8549,11.0750,34.863
2018-05-25,28.69770,136.0037,11.0822,34.989
2018-05-24,28.70370,136.4834,11.1018,35.132
2018-05-23,28.42470,136.3547,11.0978,35.109
2018-05-22,28.74200,136.8835,11.1279,35.269
2018-05-21,28.70550,136.7382,11.1146,35.267
2018-05-18,28.64430,136.9005,11.1234,35.282
2018-05-17,28.65250,136.9797,11.1311,35.313
2018-05-16,28.35760,136.7893,11.1254,35.235
2018-05-15,29.71940,137.4731,11.1602,35.544
2018-05-14,27.58440,138.2805,11.1941,35.680
2018-05-11,27.07820,137.8501,11.1797,35.491
2018-05-10,26.94410,137.4731,11.1580,35.436
2018-05-09,26.55550,137.4516,11.1578,35.496
2018-05-08,26.04930,137.4478,11.1575,35.355
2018-05-07,26.01120,137.6008,11.1676,35.545
2018-05-04,26.63700,138.2118,11.1894,35.572
2018-05-03,25.40510,138.2949,11.2001,35.631
2018-05-02,24.65340,138.3439,11.1883,35.701
2018-04-30,24.80000,138.7813,11.2257,35.761
2018-04-27,24.80260,138.8331,11.2263,35.719
2018-04-26,24.63720,139.4736,11.2611,36.105
2018-04-25,24.67650,139.6897,11.2713,36.242
2018-04-24,24.71300,139.7115,11.2814,36.140
2018-04-23,24.71040,139.9195,11.2736,36.203
2018-04-20,24.81430,140.4401,11.2985,36.228
2018-04-19,24.91820,141.1023,11.3251,36.324
2018-04-18,24.99340,140.9646,11.3450,36.335
2018-04-17,24.97470,140.7167,11.3371,36.294
2018-04-16,25.00220,140.7551,11.3444,36.343
2018-04-13,24.88400,140.4095,11.3088,36.079
2018-04-12,24.83950,140.3795,11.3277,36.121
2018-04-11,24.95440,140.9014,11.3262,36.185
2018-04-10,24.94760,140.7467,11.3375,36.104
2018-04-09,24.82520,140.3400,11.3100,35.994
2018-04-06,24.69920,139.9158,11.3030,35.860
2018-04-05,24.72960,140.1102,11.3176,35.826
2018-04-04,24.76560,140.1335,11.3231,35.907
2018-04-03,24.78220,140.5100,11.3329,35.882
2018-03-29,24.80460,140.6620,11.3331,35.930
2018-03-28,24.98820,141.0108,11.3553,36.130
2018-03-27,24.97600,140.7399,11.3480,36.066
2018-03-26,25.04910,141.1518,11.3508,36.109
2018-03-23,24.97900,140.7230,11.3256,35.975
2018-03-22,24.97380,140.3785,11.3133,35.946
2018-03-21,24.91910,140.3793,11.2969,35.863
2018-03-20,24.82210,140.1625,11.2871,35.801
2018-03-19,24.87960,140.3748,11.2982,35.908
2018-03-16,25.03810,140.4274,11.3000,35.828
2018-03-15,24.97820,140.6948,11.2934,35.950
2018-03-14,24.95450,140.9001,11.3177,36.141
2018-03-13,24.96950,140.9588,11.3390,36.197
2018-03-12,24.94850,140.2434,11.3180,36.027
2018-03-09,25.01220,140.2670,11.3132,36.062
2018-03-08,25.35750,141.2025,11.3523,36.427
2018-03-07,25.29340,141.2589,11.3688,36.368
2018-03-06,24.96470,141.1090,11.3682,36.242
2018-03-05,24.98320,140.3521,11.3313,36.082
2018-03-02,24.88260,140.3772,11.3336,36.101
2018-03-01,24.53130,139.5150,11.2865,35.753
2018-02-28,24.66620,139.6883,11.3015,35.821
2018-02-27,24.89230,140.2479,11.3324,35.946
2018-02-26,24.63380,140.3785,11.3302,36.037
2018-02-23,24.55500,140.6284,11.3318,36.002
2018-02-22,24.46610,140.1361,11.3085,35.968
2018-02-21,24.56240,140.1862,11.3196,35.942
2018-02-20,24.58130,140.5588,11.3459,36.024
2018-02-19,24.53150,141.3051,11.3690,36.094
2018-02-16,24.52290,141.6471,11.3856,36.212
2018-02-15,24.73610,141.5908,11.3967,36.267
2018-02-14,24.68980,140.6816,11.3473,36.084
2018-02-13,24.64130,140.6741,11.3456,36.160
2018-02-12,24.52910,139.8189,11.3220,35.973
2018-02-09,24.49450,139.8549,11.3260,36.005
2018-02-08,24.17320,139.9858,11.3182,36.000
2018-02-07,24.18250,140.4051,11.3488,36.064
2018-02-06,24.23880,140.2492,11.3449,36.178
2018-02-05,24.22690,141.0162,11.3815,36.489
2018-02-02,24.27200,141.4128,11.3989,36.575
2018-02-01,24.36980,141.3810,11.3901,36.436
2018-01-31,24.45430,141.2756,11.3830,36.288
2018-01-30,24.32340,140.8698,11.3724,36.285
2018-01-29,24.20090,140.5838,11.3516,36.134
2018-01-26,24.34970,140.8523,11.3679,36.225
2018-01-25,24.25570,140.7949,11.3598,36.052
2018-01-24,24.01850,140.4156,11.3412,35.980
2018-01-23,23.51200,139.6828,11.3037,35.861
2018-01-22,23.24000,139.5760,11.3010,35.846
2018-01-19,23.18650,139.8657,11.3032,35.982
2018-01-18,23.06300,139.7276,11.2962,36.143
2018-01-17,23.04660,139.5025,11.2879,36.089
2018-01-16,22.90980,139.6765,11.2985,36.190
2018-01-15,22.93960,139.9196,11.3129,36.283
2018-01-12,22.69010,138.8517,11.2405,35.955
2018-01-11,22.35760,137.9179,11.1993,35.549
2018-01-10,22.71280,137.8667,11.1957,35.474
2018-01-09,22.73050,137.2305,11.2026,35.310
2018-01-08,22.68880,137.2791,11.2056,35.401
2018-01-05,22.48200,137.9940,11.2139,35.545
2018-01-04,22.29010,138.2739,11.2433,35.718
2018-01-03,22.12830,137.9379,11.2292,35.554
2018-01-02,22.45840,138.2063,11.2488,35.666
2017-12-29,22.70270,137.6386,11.2236,35.564
2017-12-28,22.00030,137.1692,11.1985,35.590
2017-12-27,21.83330,136.6807,11.1830,35.653
2017-12-22,21.29390,136.5339,11.1700,35.411
2017-12-21,21.04790,136.5950,11.1718,35.539
2017-12-20,20.87090,136.4994,11.1656,35.528
2017-12-19,20.69030,136.3217,11.1644,35.422
2017-12-18,20.65010,135.9470,11.1541,35.376
2017-12-15,20.63690,136.2045,11.1528,35.374
2017-12-14,20.49300,136.5750,11.1670,35.550
2017-12-13,20.35020,135.5602,11.1327,35.254
2017-12-12,20.30220,135.7679,11.1435,35.332
2017-12-11,20.37170,135.9933,11.1268,35.400
2017-12-08,20.28250,135.5329,11.1287,35.286
2017-12-07,20.30730,135.7388,11.1455,35.407
2017-12-06,20.43160,135.9157,11.1548,35.492
2017-12-05,20.58420,136.1394,11.1727,35.560
2017-12-04,20.43030,136.2657,11.1735,35.591
2017-12-01,20.55510,136.4400,11.1780,35.663
2017-11-30,20.65280,136.3137,11.1685,35.565
2017-11-29,20.58490,136.0340,11.1592,35.480
2017-11-28,20.57810,136.4433,11.1582,35.618
2017-11-27,20.75460,136.7376,11.1924,35.838
2017-11-24,20.68970,136.1649,11.1917,35.601
2017-11-23,20.67480,135.9049,11.1263,35.508
2017-11-22,20.56080,134.9685,11.1000,35.231
2017-11-21,20.50650,134.8475,11.0941,35.169
2017-11-20,20.58910,135.1622,11.1083,35.381
2017-11-17,20.62950,135.2603,11.1542,35.468
2017-11-16,20.61930,135.1360,11.1457,35.428
2017-11-15,20.80290,135.6017,11.1322,35.605
2017-11-14,20.54790,134.8334,11.1000,35.434
2017-11-13,20.43880,134.1600,11.0633,35.186
2017-11-10,20.44110,134.0962,11.0686,35.181
2017-11-09,20.36990,133.9862,11.0564,35.110
2017-11-08,20.45810,133.6565,11.0493,34.953
2017-11-07,20.39420,133.4634,11.0300,34.873
2017-11-06,20.43900,133.6516,11.0529,34.993
2017-11-03,20.39980,134.2012,11.0665,35.181
2017-11-02,20.50680,134.0745,11.0623,35.145
2017-11-01,20.53580,133.7395,11.0477,35.019
2017-10-31,20.53180,134.0812,11.0602,35.107
2017-10-30,20.45160,133.7436,11.0557,35.048
2017-10-27,20.48860,133.7515,11.0485,35.118
2017-10-26,20.55070,134.6540,11.1015,35.517
2017-10-25,20.62670,134.9447,11.1143,35.646
2017-10-24,20.48180,134.6526,11.1044,35.611
2017-10-23,20.45230,134.6212,11.0929,35.525
2017-10-20,20.61650,134.9308,11.1245,35.736
2017-10-19,20.51720,135.1656,11.1322,35.786
2017-10-18,20.36690,134.3223,11.1000,35.496
2017-10-17,20.38360,134.2630,11.1061,35.504
2017-10-16,20.45990,134.4047,11.1185,35.571
2017-10-13,20.56770,134.2392,11.1239,35.616
2017-10-12,20.63380,134.6352,11.1609,35.809
2017-10-11,20.59010,134.1608,11.1306,35.783
2017-10-10,20.59170,133.9246,11.1192,35.746
2017-10-09,20.48030,133.4351,11.1009,35.703
2017-10-06,20.36430,132.9354,11.0850,35.589
2017-10-05,20.37350,133.0387,11.0998,35.630
2017-10-04,20.51940,133.4108,11.1143,35.831
2017-10-03,20.44900,133.1890,11.1108,35.768
2017-10-02,20.33240,133.0354,11.1000,35.749
2017-09-29,20.69300,133.5443,11.1200,35.828
2017-09-28,20.67630,133.2636,11.1165,35.776
2017-09-27,20.62420,133.1914,11.0827,35.624
2017-09-26,20.62430,133.3526,11.1066,35.671
2017-09-25,20.53110,134.0533,11.1413,35.888
2017-09-22,20.65070,134.1797,11.1750,36.087
2017-09-21,20.46770,133.6599,11.1519,35.963
2017-09-20,20.56140,133.5785,11.1885,36.206
2017-09-19,20.47250,133.3285,11.1705,36.068
2017-09-18,20.28170,133.0086,11.1700,35.978
2017-09-15,20.32690,132.8476,11.1715,35.966
2017-09-14,20.28180,132.3385,11.1607,35.799
2017-09-13,20.43920,133.1305,11.1744,36.020
2017-09-12,20.44420,132.7921,11.1656,35.844
2017-09-11,20.68160,132.9106,11.1849,36.009
2017-09-08,20.73720,133.3824,11.2218,36.165
2017-09-07,20.64100,132.8035,11.1906,35.960
2017-09-06,20.57020,132.3641,11.1645,35.897
2017-09-05,20.49840,132.0258,11.1505,35.737
2017-09-04,20.48850,132.2971,11.1548,35.780
2017-09-01,20.66570,132.3203,11.1385,35.848
2017-08-31,20.56960,131.6381,11.1266,35.670
2017-08-30,20.70410,131.9830,11.1577,35.924
2017-08-29,20.75870,132.5373,11.2106,36.263
2017-08-28,20.53900,130.4089,11.1554,35.883
2017-08-25,20.32450,129.6169,11.1463,35.595
2017-08-24,20.32400,129.6178,11.1194,35.715
2017-08-23,20.30310,129.6474,11.1176,35.738
2017-08-22,20.39330,129.5853,11.1459,35.654
2017-08-21,20.39360,129.2386,11.1376,35.683
2017-08-18,20.36600,129.2278,11.1348,35.624
2017-08-17,20.12350,128.8496,11.1140,35.467
2017-08-16,19.98900,128.5923,11.1243,35.535
2017-08-15,20.11510,128.9946,11.1330,35.602
2017-08-14,20.88950,129.0638,11.1500,35.735
2017-08-11,20.82700,128.9044,11.1431,35.719
2017-08-10,20.77150,128.6948,11.1316,35.576
2017-08-09,20.77910,128.4926,11.1179,35.443
2017-08-08,20.90370,128.9969,11.1611,35.639
2017-08-07,20.83940,128.8232,11.1550,35.665
2017-08-04,20.95830,129.0532,11.1550,35.735
2017-08-03,20.83210,128.5934,11.1765,35.833
2017-08-02,20.78770,128.2700,11.1609,35.773
2017-08-01,20.84230,128.1249,11.1546,35.711
2017-07-31,20.87260,127.0310,11.1244,35.437
2017-07-28,20.49640,127.1795,11.1308,35.509
2017-07-27,20.46740,126.9361,11.1183,35.322
2017-07-26,20.33970,126.5843,11.0975,35.326
2017-07-25,20.37680,127.1849,11.1093,35.442
2017-07-24,20.27330,126.7192,11.0966,35.318
2017-07-21,20.02830,126.7206,11.0946,35.406
2017-07-20,19.68990,125.2991,11.0324,34.958
2017-07-19,19.70870,125.7820,11.0664,35.038
2017-07-18,19.54820,125.8119,11.0597,35.047
2017-07-17,19.34210,125.1867,11.0288,34.817
2017-07-14,19.34040,124.7188,11.0175,34.653
2017-07-13,19.36210,124.8531,11.0119,34.656
2017-07-12,19.46220,125.0334,11.0149,34.903
2017-07-11,19.37540,124.4304,11.0078,34.850
2017-07-10,19.31800,123.3853,11.0015,34.810
2017-07-07,19.49970,123.3586,11.0154,34.887
2017-07-06,19.51390,122.9381,11.0025,34.853
2017-07-05,19.13470,122.4905,10.9801,34.616
2017-07-04,19.12980,122.6499,10.9889,34.640
2017-07-03,18.89760,122.5771,11.0010,34.641
2017-06-30,18.81840,123.0372,11.0160,34.663
2017-06-29,18.72990,123.0334,11.0120,34.723
2017-06-28,18.64420,122.6578,10.9961,34.643
2017-06-27,18.39050,121.9329,10.9198,34.226
2017-06-26,18.09830,121.4598,10.9198,33.940
2017-06-23,18.04270,121.2970,10.9211,33.899
2017-06-22,18.11050,121.3070,10.9200,34.002
2017-06-21,17.99520,121.0959,10.9412,33.936
2017-06-20,18.00410,121.0331,10.9446,33.938
2017-06-19,17.94640,121.4302,10.9356,33.981
2017-06-16,17.83150,121.0855,10.9242,33.837
2017-06-15,17.75840,121.2782,10.9375,33.901
2017-06-14,17.77360,121.4844,10.9355,33.854
2017-06-13,17.85520,121.6330,10.9397,33.901
2017-06-12,17.84250,121.4482,10.9432,33.948
2017-06-09,17.80950,121.1708,10.9414,33.663
2017-06-08,17.95740,121.7205,10.9432,33.825
2017-06-07,17.96400,121.5507,10.9429,33.807
2017-06-06,18.04600,121.8242,10.9550,33.922
2017-06-05,18.04170,121.7513,10.9554,33.830
2017-06-02,18.00500,121.4285,10.9431,33.803
2017-06-01,18.05700,121.6861,10.9400,33.792
2017-05-31,18.11630,121.5813,10.9400,33.795
2017-05-30,17.85450,121.3865,10.9298,33.704
2017-05-29,17.90980,121.3821,10.9258,33.773
2017-05-26,18.00540,121.3302,10.9290,33.703
2017-05-25,18.04050,121.6872,10.9358,33.753
2017-05-24,18.00950,121.2493,10.9268,33.767
2017-05-23,18.14030,121.5288,10.9343,33.821
2017-05-22,18.00790,121.5149,10.9505,33.765
2017-05-19,17.89980,121.0898,10.9231,33.550
2017-05-18,17.36900,120.8338,10.9040,33.793
2017-05-17,17.31470,120.9063,10.8947,33.518
2017-05-16,17.17320,120.2146,10.8642,33.293
2017-05-15,16.93530,119.5179,10.8421,32.992
2017-05-12,16.79800,119.0668,10.8064,32.853
2017-05-11,16.83840,118.9957,10.8001,32.777
2017-05-10,16.88400,119.2823,10.8066,32.896
2017-05-09,16.84860,119.0009,10.7926,32.973
2017-05-08,16.80900,119.4313,10.8282,33.013
2017-05-05,16.81970,119.4826,10.8398,33.168
2017-05-04,16.69590,119.1742,10.8262,32.944
2017-05-03,16.68970,119.2370,10.8222,32.809
2017-05-02,16.79270,119.3636,10.8212,32.789
2017-04-28,16.83770,119.1479,10.8279,33.011
2017-04-27,16.84650,118.7922,10.7890,32.821
2017-04-26,16.79700,118.8862,10.8115,32.788
2017-04-25,16.76670,118.8837,10.8124,32.788
2017-04-24,16.78730,118.5174,10.7764,32.759
2017-04-21,16.46480,117.5706,10.7178,32.470
2017-04-20,16.53120,117.8913,10.7417,32.640
2017-04-19,16.39210,117.6323,10.7336,32.617
2017-04-18,16.23560,117.6081,10.7162,32.487
2017-04-13,16.15020,117.0254,10.7060,32.226
2017-04-12,16.17530,116.9095,10.6908,32.391
2017-04-11,16.14690,117.1419,10.7039,32.510
2017-04-10,16.23040,117.0081,10.6689,32.376
2017-04-07,16.38030,117.3369,10.7077,32.500
2017-04-06,16.42030,117.5788,10.7233,32.538
2017-04-05,16.43880,117.4941,10.7298,32.486
2017-04-04,16.39080,117.3094,10.7147,32.467
2017-04-03,16.39720,117.2300,10.7030,32.386
2017-03-31,16.48710,117.4460,10.7148,32.490
2017-03-30,16.55110,117.7237,10.7331,32.544
2017-03-29,16.75130,118.1835,10.7373,32.475
2017-03-28,16.93950,118.4947,10.7982,32.813
2017-03-27,16.98680,118.9186,10.8101,32.812
2017-03-24,16.85310,117.8800,10.7749,32.832
2017-03-23,16.86390,117.9649,10.7670,32.845
2017-03-22,16.88270,118.3512,10.7759,32.902
2017-03-21,16.88890,117.9797,10.7648,32.846
2017-03-20,16.72740,117.8729,10.7416,32.739
2017-03-17,16.65310,117.4467,10.7212,32.804
2017-03-16,16.64140,117.4914,10.7179,32.755
2017-03-15,16.51720,116.8538,10.6795,32.861
2017-03-14,16.53650,117.1393,10.7094,32.923
2017-03-13,16.49510,117.1215,10.6950,33.028
2017-03-10,16.48700,116.8705,10.6725,32.971
2017-03-09,16.51230,116.3455,10.6746,32.757
2017-03-08,16.44360,116.3854,10.6505,32.659
2017-03-07,16.37690,116.5351,10.6605,32.716
2017-03-06,16.35930,116.6659,10.6640,32.754
2017-03-03,16.31760,116.3793,10.6555,32.719
2017-03-02,16.20730,116.0933,10.6324,32.456
2017-03-01,16.29980,116.3465,10.6507,32.449
2017-02-28,16.39890,116.5538,10.6665,32.458
2017-02-27,16.38340,116.5601,10.6630,32.528
2017-02-24,16.49700,116.7229,10.6715,32.525
2017-02-23,16.46740,116.4717,10.6568,32.461
2017-02-22,16.39500,116.1140,10.6327,32.363
2017-02-21,16.54310,116.3110,10.6445,32.448
2017-02-20,16.65120,116.8050,10.6841,32.698
2017-02-17,16.44410,116.8396,10.6895,32.903
2017-02-16,16.37210,116.8660,10.6880,32.748
2017-02-15,16.31800,116.2310,10.6495,32.487
2017-02-14,16.44970,116.7432,10.7064,32.656
2017-02-13,16.52810,116.6947,10.6815,32.904
2017-02-10,16.63440,116.6979,10.6795,32.978
2017-02-09,16.77570,117.1538,10.7045,33.145
2017-02-08,16.73340,117.0620,10.6940,33.116
2017-02-07,16.83980,117.0140,10.7219,33.168
2017-02-06,16.72680,117.2305,10.7125,33.047
2017-02-03,16.83650,117.4394,10.7235,33.334
2017-02-02,17.08200,117.8342,10.7796,33.601
2017-02-01,17.15450,118.0262,10.7702,33.622
2017-01-31,17.11390,117.5430,10.7595,33.593
2017-01-30,16.88580,116.7217,10.6791,33.542
2017-01-27,16.99880,117.0654,10.7000,33.668
2017-01-26,17.05580,117.1682,10.7075,33.559
2017-01-25,17.10820,117.4457,10.7250,33.633
2017-01-24,17.14310,117.5278,10.7268,33.708
2017-01-23,17.03690,117.2829,10.7441,33.676
2017-01-20,16.87300,116.7968,10.6805,33.616
2017-01-19,17.05280,117.0490,10.6945,33.715
2017-01-18,16.98240,116.9633,10.6935,33.650
2017-01-17,16.94750,116.9649,10.7005,33.584
2017-01-16,16.79680,116.5568,10.6807,33.546
2017-01-13,16.86040,116.9874,10.6914,33.603
2017-01-12,16.90490,117.1478,10.6990,33.620
2017-01-11,16.63150,116.0232,10.6276,33.549
2017-01-10,16.77250,116.5113,10.6540,33.803
2017-01-09,16.62580,116.0667,10.6494,33.693
2017-01-06,16.85240,116.4975,10.6650,33.769
2017-01-05,16.85410,116.0200,10.6280,33.582
2017-01-04,16.68880,115.5994,10.6015,33.547
