Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
UK ? TO US $ 1Y FWD (RFV),UKUSDYF,1996/12/31,1996,Exchange Rates,United Kingdom Pound,United States Dollar,Refinitiv,United Kingdom Sterling to United States Dollar 1 Year Forward (Refinitiv),Active
UK ? TO US $ 2M FWD (RFV),UKUSD2F,1996/12/31,1996,Exchange Rates,United Kingdom Pound,United States Dollar,Refinitiv,United Kingdom Sterling to United States Dollar 2 Month Forward (Refinitiv),Active
UK ? TO US $ 3M FWD (RFV),UKUSD3F,1996/12/31,1996,Exchange Rates,United Kingdom Pound,United States Dollar,Refinitiv,United Kingdom Sterling to United States Dollar 3 Month Forward (Refinitiv),Active
UKRAINE HRYVNIA TO US $ (RFV),TDUAHSP,1996/1/9,1996,Exchange Rates,Ukrainian Hryvnia,United States Dollar,Refinitiv,Ukraine Hryvnia to United States Dollar (Refinitiv),Active
UKRAINE HRYVNIA TO US $ (WMR),UKRAHY$,1998/12/1,1998,Exchange Rates,Ukrainian Hryvnia,United States Dollar,WM/Reuters,Ukraine Hryvnia to United States Dollar (WMR),Active
VENEZ.BOLIVAR S. TO US $ (WMR),VESEBO$,1993/12/31,1993,Exchange Rates,Venezuelan Bolivar Soberano,United States Dollar,WM/Reuters,Venezuelan Bolivar S to United States Dollar (WMR),Active
VIETNAM DONG TO US $,VIUSDSP,2001/4/13,2001,Exchange Rates,Vietnamese Dong,United States Dollar,State Bank of Vietnam,Vietnam Dong to United States Dollar,Active
VIETNAMESE DONG TO US $ (WMR),VIETDN$,1998/12/1,1998,Exchange Rates,Vietnamese Dong,United States Dollar,WM/Reuters,Vietnamese Dong to United States Dollar (WMR),Active
AUSTRIAN SCHIL.TO US $ 1M FWD (WMR,USATS1F,1996/12/31,1996,Exchange Rates,Austrian Schilling,United States Dollar,WM/Reuters,Austrian Schilling to United States Dollar 1 Month Forward (WMR,Active
BAHRAINI DINAR TO US $ (RFV),TDBHDSP,1990/8/15,1990,Exchange Rates,Bahraini Dinar,United States Dollar,Refinitiv,Bahraini Dinar to United States Dollar (Refinitiv),Active
BAHRAINI DINAR TO US $ (WMR),BAHRDI$,1993/12/31,1993,Exchange Rates,Bahraini Dinar,United States Dollar,WM/Reuters,Bahraini Dinar to United States Dollar (WMR),Active
BELGIAN FRANC TO US $ (RFV),TDBECSP,1999/1/4,1999,Exchange Rates,Belgian Franc,United States Dollar,Refinitiv,Belgian Franc to United States Dollar (Refinitiv),Active
BOLIVIAN BOLIVIANO TO US $ (WMR),BOLIPE$,1993/12/31,1993,Exchange Rates,Bolivian Boliviano,United States Dollar,WM/Reuters,Bolivian Boliviano to United States Dollar (WMR),Active
BULGARIAN LEV TO US $,BLUSDSP,1991/2/19,1991,Exchange Rates,Bulgarian Lev,United States Dollar,Bulgarian National Bank,Bulgarian Lev to United States Dollar,Active
BULGARIAN LEV TO US $ (RFV),TDBGNSP,1993/7/30,1993,Exchange Rates,Bulgarian Lev,United States Dollar,Refinitiv,Bulgarian Lev to United States Dollar (Refinitiv),Active
BULGARIAN LEV TO US $ (WMR),BULGLV$,1998/12/1,1998,Exchange Rates,Bulgarian Lev,United States Dollar,WM/Reuters,Bulgarian Lev to United States Dollar (WMR),Active
CAD TO USD (BOFC),BCUSDCA,2017/1/3,2017,Exchange Rates,Canadian Dollar,United States Dollar,Bank of Canada,Canadian Dollar to USD (Bofc),Active
CANADIAN $ TO US $ 1M FWD (WMR),USCAD1F,1996/12/31,1996,Exchange Rates,Canadian Dollar,United States Dollar,WM/Reuters,Canadian Dollar to United States Dollar 1 Month Forward (WMR),Active
CANADIAN $ TO US $ 3M FWD (WMR),USCAD3F,1996/12/31,1996,Exchange Rates,Canadian Dollar,United States Dollar,WM/Reuters,Canadian Dollar to United States Dollar 3 Month Forward (WMR),Active
CFA FRANC (XOF)BENIN TO US $ (WMR),CDIVCF$,1997/5/26,1997,Exchange Rates,Central African CFA Franc (BEAC),United States Dollar,WM/Reuters,CFA Franc (XOF) Benin to United States Dollar (WMR),Active
CHILEAN PESO TO US $ (ER),CLPSUS$,1988/1/4,1988,Exchange Rates,Chilean Peso,United States Dollar,Central Bank of Chile,Chilean Peso to United States Dollar (ER),Active
CHINESE R YUAN (HK) TO US $ 3M FWD,CNHUS3M,2011/7/8,2011,Exchange Rates,Chinese Yuan Renminbi,United States Dollar,WM/Reuters,Chinese R Yuan (HK) to United States Dollar 3 Month Forward,Active
CHINESE RENMINBI TO US $(RFV),USCHINY,1986/1/2,1986,Exchange Rates,Chinese Yuan Renminbi,United States Dollar,GTIS - FTID/TR,Chinese Renminbi to United States Dollar (Refinitiv),Active
CNY OFFSHORE TO US $ (RFV),TDCNHSP,2010/10/1,2010,Exchange Rates,Chinese Yuan Renminbi,United States Dollar,Refinitiv,CNY Offshore to United States Dollar (Refinitiv),Active
CNY TO USD 1MONTH FORWARD,TDCNY1M,2006/4/26,2006,Exchange Rates,Chinese Yuan Renminbi,United States Dollar,Refinitiv,CNY to USD 1MONTH Forward,Active
CROATIAN KUNA TO US $ (WMR),CROATK$,1997/5/26,1997,Exchange Rates,Croatian Kuna,United States Dollar,WM/Reuters,Croatian Kuna to United States Dollar (WMR),Active
CZECH KORUNA TO US $ (RFV),USCZECK,1991/12/6,1991,Exchange Rates,Czech Koruna,United States Dollar,GTIS - FTID/TR,Czech Koruna to United States Dollar (Refinitiv),Active
ECUADOR SUCRE TO US $ (WMR),ECUASR$,1994/12/9,1994,Exchange Rates,Ecuadorian Sucre,United States Dollar,WM/Reuters,Ecuador Sucre to United States Dollar (WMR),Active
EURO TO USD 1M FX VOLATILITY,FVEUR1M,1999/1/4,1999,Exchange Rates,Euro,United States Dollar,Refinitiv,Euro to USD 1 Month FX Volatility,Active
FINNISH MARKKA TO US $ (WMR),FINMAR$,1993/12/31,1993,Exchange Rates,Finnish Markka,United States Dollar,WM/Reuters,Finnish Markka to United States Dollar (WMR),Active
GHANA CEDI TO US $ 1M FWD,GHSUS1M,2011/7/8,2011,Exchange Rates,Ghanaian Cedi,United States Dollar,WM/Reuters,Ghana Cedi to United States Dollar 1 Month Forward,Active
GHANAIAN CEDI TO US $ (WMR),GHANCE$,1997/5/26,1997,Exchange Rates,Ghanaian Cedi,United States Dollar,WM/Reuters,Ghanaian Cedi to United States Dollar (WMR),Active
GHANAN CEDI TO US $ (RFV),TDGHSSP,1992/2/4,1992,Exchange Rates,Ghanaian Cedi,United States Dollar,Refinitiv,Ghanan Cedi to United States Dollar (Refinitiv),Active
GREEK DRACHMA TO US $ (WMR),GREDRA$,1993/12/31,1993,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar (WMR),Active
"HK EXCHANGE RATES USD/HKD, FIXINGS",HKUSDFX,1981/1/2,1981,Exchange Rates,United States Dollar,United States Dollar,Hong Kong Monetary Authority,"HK Exchange Rates USD / HKD, Fixings",Active
HONG KONG $ TO US $ (RFV),USHKDOL,1986/1/2,1986,Exchange Rates,Hong Kong Dollar,United States Dollar,GTIS - FTID/TR,Hong Kong Dollar to United States Dollar (Refinitiv),Active
HUNGARIAN FORINT TO US $ (RFV),USHUNGF,1991/12/6,1991,Exchange Rates,Hungarian Forint,United States Dollar,GTIS - FTID/TR,Hungarian Forint to United States Dollar (Refinitiv),Active
ICELANDIC KRONA TO US $ (WMR),ICEKRO$,1997/5/26,1997,Exchange Rates,Icelandic Krona,United States Dollar,WM/Reuters,Icelandic Krona to United States Dollar (WMR),Active
IRAQI DINAR TO US $ (RFV),TDIQDSP,1994/11/24,1994,Exchange Rates,Iraqi Dinar,United States Dollar,Refinitiv,Iraqi Dinar to United States Dollar (Refinitiv),Active
ITALIAN LIRA TO US $ (WMR),ITALIR$,1993/12/31,1993,Exchange Rates,Italian Lira,United States Dollar,WM/Reuters,Italian Lira to United States Dollar (WMR),Active
JAPAN YEN TO US $ 1M FWD ASK $MUFG!,JE1MUSD,1995/6/20,1995,Exchange Rates,Japanese Yen,United States Dollar,Bank of Tokyo Mitsubishi,Japanese Yen to United States Dollar 1 Month Forward Ask$ Mufg!,Active
JAPANESE YEN TO US $ (RFV),USJAPYN,1986/1/2,1986,Exchange Rates,Japanese Yen,United States Dollar,GTIS - FTID/TR,Japanese Yen to United States Dollar (Refinitiv),Active
JORDANIAN DINAR TO US $ (WMR),JORDIN$,1993/12/31,1993,Exchange Rates,Jordanian Dinar,United States Dollar,WM/Reuters,Jordanian Dinar to United States Dollar (WMR),Active
JPY TO US $ FX SPOT RATE,TRUSJPS,2005/7/1,2005,Exchange Rates,Japanese Yen,United States Dollar,Refinitiv,Japanese Yen to United States Dollar FX Spot Rate,Active
JPY TO USD 3M FWD PTS,JPY3MFP,2010/5/17,2010,Exchange Rates,Japanese Yen,United States Dollar,Refinitiv,Japanese Yen to USD 3 Month Forward PTS,Active
KAZAKHSTAN TENGE TO US $ (RFV),TDKZTSP,1995/4/24,1995,Exchange Rates,Kazakh Tenge,United States Dollar,Refinitiv,Kazakhstan Tenge to United States Dollar (Refinitiv),Active
KENYAN SHILLING TO US $ (RFV),TDKESSP,1990/12/7,1990,Exchange Rates,Kenyan Shilling,United States Dollar,Refinitiv,Kenyan Shilling to United States Dollar (Refinitiv),Active
KENYAN SHILLING TO US $ (WMR),KENSHI$,1997/5/26,1997,Exchange Rates,Kenyan Shilling,United States Dollar,WM/Reuters,Kenyan Shilling to United States Dollar (WMR),Active
KUWAITI DINAR TO US $ (WMR),KUWADI$,1993/12/31,1993,Exchange Rates,Kuwaiti Dinar,United States Dollar,WM/Reuters,Kuwaiti Dinar to United States Dollar (WMR),Active
LATVIAN LAT TO US $ (WMR),LATVLA$,1997/5/26,1997,Exchange Rates,Latvian Lat,United States Dollar,WM/Reuters,Latvian Lat to United States Dollar (WMR),Active
LITHUANIAN LITA TO US $ (WMR),LITITA$,1997/5/26,1997,Exchange Rates,Lithuanian Lita,United States Dollar,WM/Reuters,Lithuanian Lita to United States Dollar (WMR),Active
MALAYSIAN RINGGIT TO US $ (BNM),MLUSDSP,1997/1/2,1997,Exchange Rates,Malaysian Ringgit,United States Dollar,Central Bank of Malaysia,Malaysian Ringgit to United States Dollar (BNM),Active
MALTESE LIRA TO US $ (WMR),MALTES$,1998/12/1,1998,Exchange Rates,Maltese Lira,United States Dollar,WM/Reuters,Maltese Lira to United States Dollar (WMR),Active
MEXICAN PESO TO US $ (MX),MXUSDSP,1994/10/11,1994,Exchange Rates,Mexican Peso,United States Dollar,BBV Probursa,Mexican Peso to United States Dollar (MX),Active
MEXICAN PESO TO US $ FLOAT(RFV),USMEXPF,1986/7/22,1986,Exchange Rates,Mexican Peso,United States Dollar,GTIS - FTID/TR,Mexican Peso to United States Dollar Float (Refinitiv),Active
MOROCCAN DIRHAM TO US $ (WMR),MOROCD$,1994/12/9,1994,Exchange Rates,Moroccan Dirham,United States Dollar,WM/Reuters,Moroccan Dirham to United States Dollar (WMR),Active
MOZAMBIQ METICAL TO US $,TDMZNSP,1991/10/23,1991,Exchange Rates,Mozambican Metical,United States Dollar,Refinitiv,Mozambiq Metical to United States Dollar,Active
MSCI CNH TO 1 USD,MSERCNH,2018/5/15,2018,Exchange Rates,-,United States Dollar,-,MSCI CNH to 1 USD,Active
MSCI MXN TO 1 USD,MSERMXN,1987/12/31,1987,Exchange Rates,Mexican Peso,United States Dollar,MSCI,MSCI MXN to 1 USD,Active
MSCI MYR TO 1 USD,MSERMYR,1987/12/31,1987,Exchange Rates,Malaysian Ringgit,United States Dollar,MSCI,MSCI MYR to 1 USD,Active
MSCI NOK TO 1 USD,MSERNOK,1969/12/31,1969,Exchange Rates,Norwegian Krone,United States Dollar,MSCI,MSCI NOK to 1 USD,Active
MYANMAR KYAT TO US $ (RFV),TDMMKSP,2003/11/4,2003,Exchange Rates,Myanmar Kyat,United States Dollar,Refinitiv,Myanmar Kyat to United States Dollar (Refinitiv),Active
NEW BELARUS ROUBLE TO US $ (WMR),NBELAU$,2004/1/12,2004,Exchange Rates,Belarusian Ruble (New),United States Dollar,WM/Reuters,New Belarus Rouble to United States Dollar (WMR),Active
NEW ROMANIAN LEU TO US $ (WMR),ROMALE$,1997/5/26,1997,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar (WMR),Active
NEW ZEALAND $ TO US $ (RFV),TDNZDSI,1989/10/16,1989,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,New Zealand Dollar to United States Dollar (Refinitiv),Active
NORWEG KRONE TO US $ 1M FWD (RFV),TDNOK1M,1990/5/25,1990,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar 1 Month Forward (Refinitiv),Active
NORWEGIAN KRONE TO US $ (RFV),TDNOKSP,1971/1/4,1971,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar (Refinitiv),Active
PAKISTAN RUPEE TO US $ (RFV),TDPKRSP,1992/2/4,1992,Exchange Rates,Pakistani Rupee,United States Dollar,Refinitiv,Pakistan Rupee to United States Dollar (Refinitiv),Active
PHILIPPINE PISO TO US $ (PH),PHUSDSP,1971/1/4,1971,Exchange Rates,Philippine Peso,United States Dollar,BusinessWorld Publishing Corporation,Philippine Piso to United States Dollar (PH),Active
POLISH ZLOTY TO US $ (RFV),USPOLZL,1991/12/6,1991,Exchange Rates,Polish Zloty,United States Dollar,GTIS - FTID/TR,Polish Zloty to United States Dollar (Refinitiv),Active
QATARI RIAL TO US $ (WMR),QATARL$,1998/12/1,1998,Exchange Rates,Qatari Riyal,United States Dollar,WM/Reuters,Qatari Rial to United States Dollar (WMR),Active
SLOVAK KORUNA TO US $ (WMR),SLOVKO$,1997/2/3,1997,Exchange Rates,Slovak Koruna,United States Dollar,WM/Reuters,Slovak Koruna to United States Dollar (WMR),Active
SLOVENIAN TOLAR TO US $ (WMR),SLOVTO$,1997/5/26,1997,Exchange Rates,Slovenian Tolar,United States Dollar,WM/Reuters,Slovenian Tolar to United States Dollar (WMR),Active
SRI LANKAN RUPEE TO US $ (WMR),SRIRUP$,1993/12/31,1993,Exchange Rates,Sri Lankan Rupee,United States Dollar,WM/Reuters,Sri Lankan Rupee to United States Dollar (WMR),Active
SWEDISH KRONA TO US $ 1M FWD (RFV),TDSEK1M,1990/5/25,1990,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 1 Month Forward (Refinitiv),Active
SWEDISH KRONA TO US (RFV),USSWEDK,1986/1/2,1986,Exchange Rates,Swedish Krona,United States Dollar,GTIS - FTID/TR,Swedish Krona to US (Refinitiv),Active
SWISS FRANC TO US $ 1Y FWD (WMR),USCHFYF,1996/12/31,1996,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar 1 Year Forward (WMR),Active
THAI BAHT TO US $ (RFV),USTHAIB,1986/1/2,1986,Exchange Rates,Thai Baht,United States Dollar,GTIS - FTID/TR,Thai Baht to United States Dollar (Refinitiv),Active
TRL TO USD (BOE),TRUSBOE,2005/4/1,2005,Exchange Rates,Turkish Lira,United States Dollar,Bank of England,TRL to USD (BOE),Active
TUNISIAN DINAR TO US $ (WMR),TUNISD$,1997/5/26,1997,Exchange Rates,Tunisian Dinar,United States Dollar,WM/Reuters,Tunisian Dinar to United States Dollar (WMR),Active
UK ? TO US $ 2Y FWD (RFV),UKUSD2Y,2004/3/29,2004,Exchange Rates,United Kingdom Pound,United States Dollar,Refinitiv,United Kingdom Sterling to United States Dollar 2 Year Forward (Refinitiv),Active
(RFV) CAD IMM1 FX FORWARD SWAP,CADIMM1,2009/4/24,2009,Exchange Rates,-,United States Dollar,-,(Refinitiv) Canadian Dollar IMM1 FX Forward Swap,Active
(RFV) CAD IMM2 FX FORWARD SWAP,CADIMM2,2009/4/24,2009,Exchange Rates,-,United States Dollar,-,(Refinitiv) Canadian Dollar IMM2 FX Forward Swap,Active
(RFV) CHF IMM1 FX FORWARD SWAP,CHFIMM1,2009/4/24,2009,Exchange Rates,-,United States Dollar,-,(Refinitiv) Swiss Franc IMM1 FX Forward Swap,Active
(RFV) CHF IMM2 FX FORWARD SWAP,CHFIMM2,2009/4/24,2009,Exchange Rates,-,United States Dollar,-,(Refinitiv) Swiss Franc IMM2 FX Forward Swap,Active
(RFV) DKK IMM1 FX FORWARD SWAP,DKKIMM1,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) DKK IMM1 FX Forward Swap,Active
(RFV) DKK IMM2 FX FORWARD SWAP,DKKIMM2,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) DKK IMM2 FX Forward Swap,Active
(RFV) JPY IMM1 FX FORWARD SWAP,JPYIMM1,2009/4/24,2009,Exchange Rates,-,United States Dollar,-,(Refinitiv) Japanese Yen IMM1 FX Forward Swap,Active
(RFV) JPY IMM2 FX FORWARD SWAP,JPYIMM2,2009/4/24,2009,Exchange Rates,-,United States Dollar,-,(Refinitiv) Japanese Yen IMM2 FX Forward Swap,Active
(RFV) MXN IMM1 FX FORWARD SWAP,MXNIMM1,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) MXN IMM1 FX Forward Swap,Active
(RFV) MXN IMM2 FX FORWARD SWAP,MXNIMM2,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) MXN IMM2 FX Forward Swap,Active
(RFV) NIGERIAN NAIRA 1M NDF,NGNDF1M,2011/4/26,2011,Exchange Rates,Nigerian Naira,United States Dollar,Refinitiv,(Refinitiv) Nigerian Naira 1 Month Non Deliverable Forward,Active
(RFV) NIGERIAN NAIRA 1Y NDF,NGNDF1Y,2011/4/26,2011,Exchange Rates,Nigerian Naira,United States Dollar,Refinitiv,(Refinitiv) Nigerian Naira 1 Year Non Deliverable Forward,Active
(RFV) NIGERIAN NAIRA 2M NDF,NGNDF2M,2011/4/26,2011,Exchange Rates,Nigerian Naira,United States Dollar,Refinitiv,(Refinitiv) Nigerian Naira 2 Month Non Deliverable Forward,Active
(RFV) NIGERIAN NAIRA 3M NDF,NGNDF3M,2011/4/26,2011,Exchange Rates,Nigerian Naira,United States Dollar,Refinitiv,(Refinitiv) Nigerian Naira 3 Month Non Deliverable Forward,Active
(RFV) NIGERIAN NAIRA 6M NDF,NGNDF6M,2011/4/26,2011,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,(Refinitiv) Nigerian Naira 6 Month Non Deliverable Forward,Active
(RFV) NIGERIAN NAIRA 9M NDF,NGNDF9M,2011/4/26,2011,Exchange Rates,Nigerian Naira,United States Dollar,Refinitiv,(Refinitiv) Nigerian Naira 9 Month Non Deliverable Forward,Active
(RFV) NOK IMM1 FX FORWARD SWAP,NOKIMM1,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) NOK IMM1 FX Forward Swap,Active
(RFV) NOK IMM2 FX FORWARD SWAP,NOKIMM2,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) NOK IMM2 FX Forward Swap,Active
(RFV) NZD IMM1 FX FORWARD SWAP,NZDIMM1,2009/4/24,2009,Exchange Rates,-,United States Dollar,-,(Refinitiv) NZD IMM1 FX Forward Swap,Active
(RFV) NZD IMM2 FX FORWARD SWAP,NZDIMM2,2009/4/24,2009,Exchange Rates,-,United States Dollar,-,(Refinitiv) NZD IMM2 FX Forward Swap,Active
(RFV) SEK IMM1 FX FORWARD SWAP,SEKIMM1,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) SEK IMM1 FX Forward Swap,Active
(RFV) SEK IMM2 FX FORWARD SWAP,SEKIMM2,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) SEK IMM2 FX Forward Swap,Active
(RFV) YER TO BRL FX CROSS,TBRLYER,1997/5/29,1997,Exchange Rates,-,United States Dollar,-,(Refinitiv) YER to BRL FX Cross,Active
(RFV) ZAR IMM1 FX FORWARD SWAP,ZARIMM1,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) ZAR IMM1 FX Forward Swap,Active
(RFV) ZAR IMM2 FX FORWARD SWAP,ZARIMM2,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) ZAR IMM2 FX Forward Swap,Active
(RFV) ZAR IMM3 FX FORWARD SWAP,ZARIMM3,2013/12/26,2013,Exchange Rates,-,United States Dollar,-,(Refinitiv) ZAR IMM3 FX Forward Swap,Active
AED TO USD 1WEEK FORWARD,TDAED1W,2007/3/6,2007,Exchange Rates,United Arab Emirates Dirham,United States Dollar,Refinitiv,AED to USD 1WEEK Forward,Active
AED TO USD 9MONTH FORWARD,TDAED9M,2007/3/6,2007,Exchange Rates,United Arab Emirates Dirham,United States Dollar,Refinitiv,AED to USD 9MONTH Forward,Active
AED TO USD O/N FORWARD,TDAEDON,2007/3/6,2007,Exchange Rates,United Arab Emirates Dirham,United States Dollar,Refinitiv,AED to USD Overnight Forward,Active
AED TO USD PTAX (BR),AEUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,AED to USD Ptax (BR),Active
AED TO USD TOM/NEXT FORWARD,TDAEDTN,2007/3/6,2007,Exchange Rates,United Arab Emirates Dirham,United States Dollar,Refinitiv,AED to USD Tom / Next Forward,Active
AFGHANISTAN AFGHANI TO US $(RFV),USAFGHN,2007/2/5,2007,Exchange Rates,Afghan Afghani,United States Dollar,GTIS - FTID/TR,Afghanistan Afghani to United States Dollar (Refinitiv),Active
AFN TO USD PTAX (BR),AFUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,AFN to USD Ptax (BR),Active
ALGERIAN DINAR TO US $ (RFV),TDDZDSP,1991/10/24,1991,Exchange Rates,Algerian Dinar,United States Dollar,Refinitiv,Algerian Dinar to United States Dollar (Refinitiv),Active
ALGERIAN DINAR TO US $ (WMR),ALGRDN$,1998/12/1,1998,Exchange Rates,Algerian Dinar,United States Dollar,WM/Reuters,Algerian Dinar to United States Dollar (WMR),Active
ALL TO USD PTAX (BR),ALUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,All to USD Ptax (BR),Active
AMD TO USD PTAX (BR),AMUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,AMD to USD Ptax (BR),Active
ANG TO USD PTAX (BR),ANUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,Ang to USD Ptax (BR),Active
ANGOLAN KWANZA TO US $ (WMR),ANGORW$,2004/1/12,2004,Exchange Rates,Angolan Kwanza,United States Dollar,WM/Reuters,Angolan Kwanza to United States Dollar (WMR),Active
ANGOLAN NEW KWANZA TO US $ (RFV),TDAOASP,1994/12/14,1994,Exchange Rates,Angolan Kwanza,United States Dollar,Refinitiv,Angolan New Kwanza to United States Dollar (Refinitiv),Active
ANTIGUAN EAST CARIBB TO US $ (WMR),ANTGECD,2004/1/12,2004,Exchange Rates,East Caribbean Dollar,United States Dollar,WM/Reuters,Antiguan East Caribb to United States Dollar (WMR),Active
AOA TO USD PTAX (BR),AOUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,AOA to USD Ptax (BR),Active
