Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
US $ TO EURO O/N FWD (TP),PEUSDON,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro Overnight Forward (TP),Active
US $ TO EURO S/N FWD (TP),PEUSDSN,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro Spot Next Forward (TP),Active
US $ TO EURO SPOT (TP),PEUSDSP,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro Spot (TP),Active
US $ TO EURO T/N FWD (TP),PEUSDTN,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro Tomorrow Next Forward (TP),Active
US $ TO NEW ZEALAND $ 10M FWD (TP),PZUSD10,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 10 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 11M FWD (TP),PZUSD11,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 11 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 1M FWD (TP),PZUSD1M,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 1 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 1W FWD (TP),PZUSD1W,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 1 Week Forward (TP),Active
US $ TO NEW ZEALAND $ 1Y FWD (TP),PZUSD1Y,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 1 Year Forward (TP),Active
US $ TO NEW ZEALAND $ 2M FWD (TP),PZUSD2M,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 2 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 2W FWD (TP),PZUSD2W,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 2 Week Forward (TP),Active
US $ TO NEW ZEALAND $ 3M FWD (TP),PZUSD3M,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 3 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 3W FWD (TP),PZUSD3W,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 3 Week Forward (TP),Active
US $ TO NEW ZEALAND $ 4M FWD (TP),PZUSD4M,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 4 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 5M FWD (TP),PZUSD5M,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 5 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 6M FWD (TP),PZUSD6M,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 6 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 7M FWD (TP),PZUSD7M,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 7 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 8M FWD (TP),PZUSD8M,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 8 Month Forward (TP),Active
US $ TO NEW ZEALAND $ 9M FWD (TP),PZUSD9M,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar 9 Month Forward (TP),Active
US $ TO NEW ZEALAND $ C1 FWD (TP),PZUSDC1,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar C1 Forward (TP),Active
US $ TO NEW ZEALAND $ C2 FWD (TP),PZUSDC2,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar C2 Forward (TP),Active
US $ TO NEW ZEALAND $ C3 FWD (TP),PZUSDC3,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar C3 Forward (TP),Active
US $ TO NEW ZEALAND $ C4 FWD (TP),PZUSDC4,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar C4 Forward (TP),Active
US $ TO NEW ZEALAND $ O/N FWD (TP),PZUSDON,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar Overnight Forward (TP),Active
US $ TO NEW ZEALAND $ S/N FWD (TP),PZUSDSN,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar Spot Next Forward (TP),Active
US $ TO NEW ZEALAND $ SPOT (TP),PZUSDSP,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar Spot (TP),Active
US $ TO NEW ZEALAND $ T/N FWD (TP),PZUSDTN,2006/6/7,2006,Exchange Rates,United States Dollar,New Zealand Dollar,Tullett Prebon,United States Dollar to New Zealand Dollar Tomorrow Next Forward (TP),Active
US $ TO UK ? 10M FWD (TP),PSUSD10,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 10 Month Forward (TP),Active
US $ TO UK ? 11M FWD (TP),PSUSD11,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 11 Month Forward (TP),Active
US $ TO UK ? 15M FWD (TP),PSUSD15,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 15 Month Forward (TP),Active
US $ TO UK ? 18M FWD (TP),PSUSD18,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 18 Month Forward (TP),Active
US $ TO UK ? 1M FWD (TP),PSUSD1M,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 1 Month Forward (TP),Active
US $ TO UK ? 1W FWD (TP),PSUSD1W,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 1 Week Forward (TP),Active
US $ TO UK ? 1Y FWD (TP),PSUSD1Y,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 1 Year Forward (TP),Active
US $ TO UK ? 2M FWD (TP),PSUSD2M,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 2 Month Forward (TP),Active
US $ TO UK ? 2W FWD (TP),PSUSD2W,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 2 Week Forward (TP),Active
US $ TO UK ? 2Y FWD (TP),PSUSD2Y,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 2 Year Forward (TP),Active
US $ TO UK ? 3M FWD (TP),PSUSD3M,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 3 Month Forward (TP),Active
US $ TO UK ? 3W FWD (TP),PSUSD3W,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 3 Week Forward (TP),Active
US $ TO UK ? 3Y FWD (TP),PSUSD3Y,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 3 Year Forward (TP),Active
US $ TO UK ? 4M FWD (TP),PSUSD4M,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 4 Month Forward (TP),Active
US $ TO UK ? 4Y FWD (TP),PSUSD4Y,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 4 Year Forward (TP),Active
US $ TO UK ? 5M FWD (TP),PSUSD5M,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 5 Month Forward (TP),Active
US $ TO UK ? 5Y FWD (TP),PSUSD5Y,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 5 Year Forward (TP),Active
US $ TO UK ? 6M FWD (TP),PSUSD6M,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 6 Month Forward (TP),Active
US $ TO UK ? 7M FWD (TP),PSUSD7M,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 7 Month Forward (TP),Active
US $ TO UK ? 8M FWD (TP),PSUSD8M,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 8 Month Forward (TP),Active
US $ TO UK ? 9M FWD (TP),PSUSD9M,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling 9 Month Forward (TP),Active
US $ TO UK ? O/N FWD (TP),PSUSDON,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling Overnight Forward (TP),Active
US $ TO UK ? S/N FWD (TP),PSUSDSN,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling Spot Next Forward (TP),Active
US $ TO UK ? T/N FWD (TP),PSUSDTN,2006/6/7,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling Tomorrow Next Forward (TP),Active
US $ TO EURO 12YEAR FWD DISC,TDEUR12,2006/6/26,2006,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,United States Dollar to Euro 12YEAR Forward Discontinued,Dead
US $ TO EURO 15YEAR FWD DISC,TDEUR15,2006/6/26,2006,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,United States Dollar to Euro 15YEAR Forward Discontinued,Dead
US $ TO EURO 20YEAR FWD DISC,TDEUR20,2006/6/26,2006,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,United States Dollar to Euro 20YEAR Forward Discontinued,Dead
US $ TO EURO 3W FWD (RFV),TDEUR3W,2006/7/19,2006,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 3 Week Forward (Refinitiv),Active
US $ TO GBP 3W FWD (RFV),TDGBP3W,2006/7/19,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 3 Week Forward (Refinitiv),Active
USD TO EUR 3W FWD PTS,EUR3WFP,2006/7/19,2006,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 3 Week Forward PTS,Active
USD TO GBP 3W FWD PTS,GBP3WFP,2006/7/19,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 3 Week Forward PTS,Active
USD/BRL 2011 FORECAST 'DEAD',BRUSF11,2007/1/3,2007,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 2011 Forecast 'Dead',Dead
US $ TO GBP 18M FWD (RFV),TDGB18M,2007/3/2,2007,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 18 Month Forward (Refinitiv),Active
USD/BRL 2012 FORECAST 'DEAD',BRUSF12,2008/1/3,2008,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 2012 Forecast 'Dead',Dead
US $ TO EURO 15M FWD (RFV),TDEU15M,2008/4/8,2008,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 15 Month Forward (Refinitiv),Active
AUSTRALIAN $ TO US $ FX SPOT RATE,TRAUUSS,2008/10/27,2008,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,Australian Dollar to United States Dollar FX Spot Rate,Active
US $ TO EURO FX SPOT RATE,TREUUSS,2008/10/27,2008,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro FX Spot Rate,Active
US $ TO GBP FX SPOT RATE,TRGBUSS,2008/10/27,2008,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP FX Spot Rate,Active
US$ TO NEW ZEALAND $ FX SPOT RATE,TRNZUSS,2008/10/27,2008,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar FX Spot Rate,Active
USD/BRL 2013 FORECAST 'DEAD',BRUSF13,2009/1/2,2009,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 2013 Forecast 'Dead',Dead
USD/BRL DECEMBE 2010 FORECAST 'DEAD',BRUS1FO,2009/11/4,2009,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL Decembe 2010 Forecast 'Dead',Dead
US $ TO 1000 KOREAN WON (RFV),SKORXUS,2009/12/2,2009,Exchange Rates,United States Dollar,South Korean Won,GTIS - FTID/TR,United States Dollar to 1000 Korean Won (Refinitiv),Active
USD/BRL 2014 FORECAST 'DEAD',BRUSF14,2010/1/5,2010,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 2014 Forecast 'Dead',Dead
USD TO AUD 00:00 HOURLY,AUD00HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 00:00 Hourly,Active
USD TO AUD 01:00 HOURLY,AUD01HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 01:00 Hourly,Active
USD TO AUD 02:00 HOURLY,AUD02HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 02:00 Hourly,Active
USD TO AUD 03:00 HOURLY,AUD03HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 03:00 Hourly,Active
USD TO AUD 04:00 HOURLY,AUD04HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 04:00 Hourly,Active
USD TO AUD 05:00 HOURLY,AUD05HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 05:00 Hourly,Active
USD TO AUD 06:00 HOURLY,AUD06HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 06:00 Hourly,Active
USD TO AUD 07:00 HOURLY,AUD07HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 07:00 Hourly,Active
USD TO AUD 08:00 HOURLY,AUD08HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 08:00 Hourly,Active
USD TO AUD 09:00 HOURLY,AUD09HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 09:00 Hourly,Active
USD TO AUD 10:00 HOURLY,AUD10HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 10:00 Hourly,Active
USD TO AUD 11:00 HOURLY,AUD11HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 11:00 Hourly,Active
USD TO AUD 12:00 HOURLY,AUD12HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 12:00 Hourly,Active
USD TO AUD 13:00 HOURLY,AUD13HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 13:00 Hourly,Active
USD TO AUD 14:00 HOURLY,AUD14HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 14:00 Hourly,Active
USD TO AUD 15:00 HOURLY,AUD15HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 15:00 Hourly,Active
USD TO AUD 16:00 HOURLY,AUD16HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 16:00 Hourly,Active
USD TO AUD 17:00 HOURLY,AUD17HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 17:00 Hourly,Active
USD TO AUD 18:00 HOURLY,AUD18HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 18:00 Hourly,Active
USD TO AUD 19:00 HOURLY,AUD19HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 19:00 Hourly,Active
USD TO AUD 20:00 HOURLY,AUD20HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 20:00 Hourly,Active
USD TO AUD 21:00 HOURLY,AUD21HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 21:00 Hourly,Active
USD TO AUD 22:00 HOURLY,AUD22HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 22:00 Hourly,Active
USD TO AUD 23:00 HOURLY,AUD23HR,2010/3/30,2010,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 23:00 Hourly,Active
USD TO EUR 00:00 HOURLY,EUR00HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 00:00 Hourly,Active
USD TO EUR 01:00 HOURLY,EUR01HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 01:00 Hourly,Active
USD TO EUR 02:00 HOURLY,EUR02HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 02:00 Hourly,Active
USD TO EUR 03:00 HOURLY,EUR03HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 03:00 Hourly,Active
USD TO EUR 04:00 HOURLY,EUR04HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 04:00 Hourly,Active
USD TO EUR 05:00 HOURLY,EUR05HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 05:00 Hourly,Active
USD TO EUR 06:00 HOURLY,EUR06HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 06:00 Hourly,Active
USD TO EUR 07:00 HOURLY,EUR07HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 07:00 Hourly,Active
USD TO EUR 08:00 HOURLY,EUR08HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 08:00 Hourly,Active
USD TO EUR 09:00 HOURLY,EUR09HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 09:00 Hourly,Active
USD TO EUR 10:00 HOURLY,EUR10HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 10:00 Hourly,Active
USD TO EUR 11:00 HOURLY,EUR11HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 11:00 Hourly,Active
USD TO EUR 12:00 HOURLY,EUR12HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 12:00 Hourly,Active
USD TO EUR 13:00 HOURLY,EUR13HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 13:00 Hourly,Active
USD TO EUR 14:00 HOURLY,EUR14HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 14:00 Hourly,Active
USD TO EUR 15:00 HOURLY,EUR15HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 15:00 Hourly,Active
USD TO EUR 17:00 HOURLY,EUR17HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 17:00 Hourly,Active
USD TO EUR 18:00 HOURLY,EUR18HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 18:00 Hourly,Active
USD TO EUR 19:00 HOURLY,EUR19HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 19:00 Hourly,Active
USD TO EUR 20:00 HOURLY,EUR20HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 20:00 Hourly,Active
USD TO EUR 21:00 HOURLY,EUR21HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 21:00 Hourly,Active
USD TO EUR 22:00 HOURLY,EUR22HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 22:00 Hourly,Active
USD TO EUR 23:00 HOURLY,EUR23HR,2010/3/30,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 23:00 Hourly,Active
USD TO GBP 00:00 HOURLY,GBP00HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 00:00 Hourly,Active
USD TO GBP 01:00 HOURLY,GBP01HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 01:00 Hourly,Active
USD TO GBP 02:00 HOURLY,GBP02HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 02:00 Hourly,Active
USD TO GBP 03:00 HOURLY,GBP03HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 03:00 Hourly,Active
USD TO GBP 04:00 HOURLY,GBP04HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 04:00 Hourly,Active
USD TO GBP 05:00 HOURLY,GBP05HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 05:00 Hourly,Active
USD TO GBP 06:00 HOURLY,GBP06HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 06:00 Hourly,Active
USD TO GBP 07:00 HOURLY,GBP07HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 07:00 Hourly,Active
USD TO GBP 08:00 HOURLY,GBP08HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 08:00 Hourly,Active
USD TO GBP 09:00 HOURLY,GBP09HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 09:00 Hourly,Active
USD TO GBP 10:00 HOURLY,GBP10HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 10:00 Hourly,Active
USD TO GBP 11:00 HOURLY,GBP11HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 11:00 Hourly,Active
USD TO GBP 12:00 HOURLY,GBP12HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 12:00 Hourly,Active
USD TO GBP 13:00 HOURLY,GBP13HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 13:00 Hourly,Active
USD TO GBP 14:00 HOURLY,GBP14HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 14:00 Hourly,Active
USD TO GBP 15:00 HOURLY,GBP15HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 15:00 Hourly,Active
USD TO GBP 16:00 HOURLY,GBP16HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 16:00 Hourly,Active
USD TO GBP 17:00 HOURLY,GBP17HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 17:00 Hourly,Active
USD TO GBP 18:00 HOURLY,GBP18HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 18:00 Hourly,Active
USD TO GBP 19:00 HOURLY,GBP19HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 19:00 Hourly,Active
USD TO GBP 20:00 HOURLY,GBP20HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 20:00 Hourly,Active
USD TO GBP 21:00 HOURLY,GBP21HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 21:00 Hourly,Active
USD TO GBP 22:00 HOURLY,GBP22HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 22:00 Hourly,Active
USD TO GBP 23:00 HOURLY,GBP23HR,2010/3/30,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 23:00 Hourly,Active
USD TO NZD 00:00 HOURLY,NZD00HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 00:00 Hourly,Active
USD TO NZD 01:00 HOURLY,NZD01HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 01:00 Hourly,Active
USD TO NZD 02:00 HOURLY,NZD02HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 02:00 Hourly,Active
USD TO NZD 03:00 HOURLY,NZD03HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 03:00 Hourly,Active
USD TO NZD 04:00 HOURLY,NZD04HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 04:00 Hourly,Active
USD TO NZD 05:00 HOURLY,NZD05HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 05:00 Hourly,Active
USD TO NZD 06:00 HOURLY,NZD06HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 06:00 Hourly,Active
USD TO NZD 07:00 HOURLY,NZD07HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 07:00 Hourly,Active
USD TO NZD 08:00 HOURLY,NZD08HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 08:00 Hourly,Active
